P,V,A
74.99,-12.31,1.15
74.89,-12.21,1.20
74.80,-12.11,1.25
74.69,-12.02,1.30
74.62,-11.90,1.36
74.50,-11.82,1.39
74.42,-11.71,1.45
74.30,-11.63,1.48
74.19,-11.55,1.52
74.10,-11.44,1.57
74.04,-11.32,1.63
73.95,-11.22,1.68
73.86,-11.12,1.72
73.78,-11.01,1.78
73.70,-10.91,1.83
73.59,-10.83,1.85
73.48,-10.74,1.89
73.44,-10.60,1.96
73.32,-10.53,1.98
73.19,-10.47,2.00
73.10,-10.38,2.04
72.97,-10.32,2.06
72.97,-10.15,2.14
72.90,-10.05,2.19
72.80,-9.95,2.22
72.75,-9.84,2.28
72.67,-9.73,2.32
72.61,-9.62,2.37
72.53,-9.53,2.40
72.53,-9.35,2.49
72.44,-9.27,2.51
72.32,-9.20,2.53
72.25,-9.11,2.57
72.15,-9.03,2.59
72.07,-8.93,2.62
72.03,-8.81,2.68
71.90,-8.76,2.68
71.86,-8.63,2.73
71.77,-8.56,2.75
71.70,-8.46,2.79
71.65,-8.35,2.83
71.60,-8.23,2.88
71.51,-8.16,2.89
71.44,-8.06,2.93
71.37,-7.97,2.96
71.27,-7.91,2.97
71.19,-7.82,2.99
71.17,-7.69,3.04
71.11,-7.59,3.08
71.07,-7.46,3.12
71.03,-7.35,3.16
70.98,-7.25,3.20
70.97,-7.11,3.25
70.97,-6.96,3.31
70.99,-6.80,3.38
70.99,-6.65,3.44
70.96,-6.54,3.48
70.94,-6.41,3.52
70.94,-6.27,3.58
70.90,-6.16,3.61
70.89,-6.03,3.66
70.89,-5.90,3.70
70.84,-5.80,3.73
70.79,-5.71,3.75
70.77,-5.59,3.79
70.69,-5.53,3.79
70.66,-5.43,3.82
70.63,-5.32,3.85
70.62,-5.20,3.88
70.25,-5.40,3.73
69.88,-5.60,3.57
69.86,-5.48,3.61
69.82,-5.38,3.63
69.75,-5.32,3.63
69.37,-5.54,3.47
68.96,-5.77,3.29
68.55,-6.01,3.11
68.51,-5.91,3.14
68.10,-6.15,2.97
67.74,-6.34,2.82
67.38,-6.54,2.67
67.00,-6.75,2.52
66.62,-6.94,2.37
66.65,-6.80,2.44
66.24,-7.03,2.27
65.84,-7.25,2.12
65.50,-7.42,1.99
65.11,-7.65,1.83
64.78,-7.80,1.72
64.45,-7.97,1.60
64.13,-8.12,1.49
63.81,-8.27,1.38
63.45,-8.46,1.25
63.12,-8.61,1.15
62.83,-8.74,1.06
62.57,-8.84,0.99
62.25,-8.99,0.89
61.97,-9.10,0.81
61.72,-9.19,0.75
61.49,-9.25,0.70
61.26,-9.32,0.65
61.06,-9.36,0.62
60.89,-9.38,0.60
60.65,-9.45,0.55
60.48,-9.47,0.54
60.25,-9.53,0.49
60.09,-9.54,0.48
59.90,-9.57,0.46
59.80,-9.52,0.49
59.68,-9.49,0.50
59.54,-9.48,0.50
59.41,-9.46,0.51
59.28,-9.44,0.52
59.15,-9.40,0.54
59.02,-9.39,0.54
58.93,-9.33,0.57
58.82,-9.29,0.59
58.75,-9.22,0.63
58.62,-9.19,0.64
58.55,-9.12,0.67
58.47,-9.06,0.70
58.49,-8.91,0.79
58.50,-8.77,0.87
58.47,-8.65,0.94
58.48,-8.51,1.01
58.50,-8.37,1.09
58.44,-8.28,1.13
58.33,-8.26,1.14
58.22,-8.23,1.15
58.13,-8.18,1.17
58.04,-8.13,1.18
57.96,-8.07,1.21
57.84,-8.05,1.21
57.77,-7.98,1.24
57.68,-7.93,1.27
57.61,-7.87,1.29
57.59,-7.75,1.35
57.57,-7.65,1.40
57.54,-7.55,1.45
57.46,-7.49,1.47
57.42,-7.40,1.51
57.38,-7.31,1.55
57.31,-7.25,1.58
57.27,-7.16,1.62
57.22,-7.09,1.65
57.12,-7.05,1.65
57.04,-7.00,1.67
56.94,-6.97,1.67
56.84,-6.94,1.67
56.77,-6.87,1.70
56.66,-6.86,1.69
56.62,-6.77,1.73
56.50,-6.76,1.72
56.38,-6.75,1.71
56.55,-6.47,1.86
56.39,-6.50,1.83
56.22,-6.54,1.79
56.32,-6.33,1.90
56.11,-6.40,1.84
56.25,-6.16,1.97
56.08,-6.20,1.93
56.22,-5.96,2.06
56.39,-5.69,2.20
56.22,-5.73,2.16
56.40,-5.45,2.31
56.51,-5.25,2.41
56.26,-5.36,2.32
56.41,-5.12,2.45
56.17,-5.23,2.36
56.26,-5.04,2.45
56.08,-5.10,2.39
56.20,-4.88,2.50
56.33,-4.66,2.62
56.40,-4.49,2.70
56.54,-4.27,2.81
56.27,-4.41,2.70
56.34,-4.24,2.77
56.46,-4.02,2.88
56.54,-3.86,2.95
56.57,-3.74,3.00
56.66,-3.56,3.08
56.75,-3.38,3.16
56.82,-3.22,3.23
56.96,-3.00,3.34
57.10,-2.78,3.44
56.88,-2.89,3.34
56.97,-2.72,3.41
57.17,-2.45,3.55
57.30,-2.25,3.64
57.48,-2.00,3.76
57.70,-1.72,3.89
57.55,-1.77,3.83
57.71,-1.54,3.93
57.81,-1.37,4.00
57.97,-1.16,4.10
58.17,-0.90,4.22
58.35,-0.66,4.33
58.48,-0.47,4.40
58.58,-0.30,4.46
58.73,-0.10,4.54
58.84,0.07,4.61
58.94,0.23,4.66
59.08,0.42,4.73
59.14,0.54,4.76
59.20,0.66,4.79
59.27,0.79,4.82
59.29,0.87,4.83
59.36,0.99,4.86
59.36,1.05,4.85
58.96,0.76,4.62
58.89,0.76,4.58
58.89,0.82,4.57
58.92,0.89,4.58
58.62,0.69,4.40
58.67,0.79,4.43
58.69,0.87,4.43
58.77,0.99,4.47
58.76,1.04,4.46
58.71,1.05,4.42
58.75,1.14,4.43
58.74,1.17,4.41
58.71,1.20,4.39
58.63,1.18,4.33
58.63,1.24,4.32
58.58,1.24,4.29
58.25,0.99,4.09
58.21,1.00,4.06
57.83,0.71,3.84
57.80,0.74,3.82
57.75,0.74,3.78
57.72,0.76,3.76
57.68,0.77,3.73
57.60,0.75,3.68
57.62,0.81,3.69
57.55,0.79,3.64
57.54,0.83,3.63
57.14,0.52,3.40
57.12,0.54,3.38
56.77,0.27,3.18
56.36,-0.05,2.96
56.32,-0.04,2.93
55.94,-0.33,2.73
55.53,-0.65,2.50
55.43,-0.70,2.45
55.06,-0.98,2.26
54.73,-1.23,2.08
54.71,-1.19,2.08
54.32,-1.50,1.87
54.31,-1.45,1.88
53.96,-1.72,1.70
53.61,-1.98,1.52
53.27,-2.24,1.35
52.89,-2.53,1.16
52.87,-2.49,1.17
52.89,-2.42,1.21
52.87,-2.39,1.21
52.92,-2.29,1.26
52.61,-2.52,1.11
52.32,-2.73,0.97
52.11,-2.86,0.88
52.14,-2.79,0.91
51.85,-2.99,0.78
51.82,-2.96,0.79
51.53,-3.17,0.65
51.26,-3.36,0.53
51.02,-3.52,0.43
50.74,-3.72,0.30
50.80,-3.61,0.37
50.54,-3.78,0.25
50.26,-3.98,0.13
49.99,-4.17,0.01
49.72,-4.34,-0.10
49.47,-4.51,-0.20
49.21,-4.68,-0.30
49.01,-4.80,-0.37
48.77,-4.96,-0.47
48.85,-4.82,-0.38
48.61,-4.98,-0.47
48.35,-5.15,-0.57
48.09,-5.32,-0.67
48.22,-5.14,-0.55
47.99,-5.29,-0.64
47.70,-5.48,-0.75
47.46,-5.63,-0.84
47.19,-5.81,-0.94
47.32,-5.63,-0.82
47.10,-5.76,-0.89
46.84,-5.93,-0.99
46.57,-6.10,-1.09
46.30,-6.27,-1.18
46.07,-6.41,-1.25
46.18,-6.25,-1.14
46.20,-6.15,-1.08
45.95,-6.31,-1.16
46.06,-6.14,-1.05
45.81,-6.30,-1.13
45.88,-6.16,-1.04
45.65,-6.30,-1.11
45.36,-6.49,-1.22
45.15,-6.61,-1.28
45.22,-6.47,-1.19
45.29,-6.34,-1.09
45.33,-6.23,-1.01
45.44,-6.06,-0.90
45.10,-6.30,-1.04
45.08,-6.24,-0.99
45.09,-6.16,-0.93
45.06,-6.13,-0.90
45.10,-6.01,-0.82
45.11,-5.94,-0.77
45.09,-5.88,-0.73
45.04,-5.86,-0.71
44.99,-5.84,-0.69
44.92,-5.83,-0.67
44.88,-5.80,-0.65
44.82,-5.78,-0.63
44.71,-5.81,-0.64
44.63,-5.81,-0.64
44.54,-5.82,-0.64
44.46,-5.82,-0.63
44.41,-5.80,-0.61
44.34,-5.79,-0.60
44.28,-5.78,-0.59
44.20,-5.78,-0.58
44.12,-5.77,-0.58
44.03,-5.78,-0.58
43.90,-5.83,-0.60
43.77,-5.88,-0.62
43.68,-5.88,-0.62
43.55,-5.93,-0.64
43.44,-5.96,-0.65
43.32,-5.99,-0.67
43.21,-6.01,-0.68
43.12,-6.02,-0.68
43.01,-6.05,-0.69
42.94,-6.04,-0.68
42.83,-6.06,-0.68
42.68,-6.13,-0.71
42.59,-6.13,-0.71
42.44,-6.19,-0.74
42.33,-6.22,-0.75
42.17,-6.29,-0.79
42.04,-6.33,-0.80
41.96,-6.33,-0.80
41.80,-6.40,-0.83
41.63,-6.48,-0.87
41.48,-6.53,-0.89
41.32,-6.60,-0.93
41.18,-6.65,-0.96
41.07,-6.67,-0.96
40.93,-6.72,-0.98
40.79,-6.76,-1.00
40.66,-6.80,-1.01
40.50,-6.87,-1.04
40.35,-6.92,-1.07
40.23,-6.95,-1.07
40.12,-6.97,-1.07
40.01,-6.99,-1.08
39.86,-7.05,-1.10
39.67,-7.13,-1.14
39.52,-7.19,-1.17
39.36,-7.24,-1.19
39.23,-7.28,-1.20
39.09,-7.32,-1.22
38.99,-7.34,-1.21
38.86,-7.37,-1.22
38.78,-7.36,-1.20
38.67,-7.37,-1.20
38.55,-7.40,-1.20
38.45,-7.40,-1.20
38.34,-7.42,-1.20
38.19,-7.47,-1.22
38.03,-7.52,-1.24
37.89,-7.57,-1.25
37.72,-7.63,-1.28
37.59,-7.67,-1.29
37.45,-7.70,-1.30
37.33,-7.73,-1.30
37.24,-7.72,-1.28
37.11,-7.74,-1.29
37.01,-7.75,-1.28
36.90,-7.77,-1.28
36.79,-7.78,-1.27
36.61,-7.85,-1.31
36.48,-7.88,-1.31
36.35,-7.90,-1.31
36.24,-7.92,-1.31
36.10,-7.95,-1.32
36.02,-7.94,-1.30
35.88,-7.97,-1.31
35.80,-7.96,-1.29
35.70,-7.96,-1.27
35.63,-7.92,-1.24
35.49,-7.96,-1.25
35.38,-7.97,-1.24
35.28,-7.97,-1.23
35.28,-7.88,-1.17
35.22,-7.84,-1.13
35.18,-7.79,-1.09
35.12,-7.75,-1.05
35.07,-7.70,-1.01
35.11,-7.58,-0.93
35.09,-7.50,-0.87
35.10,-7.40,-0.80
35.05,-7.36,-0.77
34.99,-7.32,-0.74
34.97,-7.26,-0.69
34.95,-7.19,-0.64
34.97,-7.08,-0.57
34.97,-6.99,-0.51
34.97,-6.89,-0.44
34.94,-6.84,-0.40
34.88,-6.80,-0.38
34.80,-6.79,-0.37
34.78,-6.71,-0.32
34.74,-6.67,-0.28
34.69,-6.62,-0.25
34.64,-6.58,-0.22
34.60,-6.52,-0.19
34.54,-6.50,-0.17
34.45,-6.48,-0.16
34.41,-6.44,-0.13
34.35,-6.40,-0.11
34.32,-6.34,-0.07
34.25,-6.32,-0.05
34.21,-6.26,-0.02
34.14,-6.24,-0.01
34.07,-6.23,0.00
34.01,-6.19,0.02
33.96,-6.15,0.05
33.91,-6.11,0.07
33.85,-6.07,0.10
33.78,-6.06,0.10
33.64,-6.09,0.08
33.60,-6.04,0.11
33.51,-6.04,0.11
33.45,-6.01,0.13
33.40,-5.97,0.15
33.29,-5.99,0.14
33.20,-5.99,0.14
33.09,-6.00,0.13
32.98,-6.01,0.13
32.92,-5.98,0.14
32.78,-6.01,0.12
32.66,-6.04,0.10
32.54,-6.07,0.08
32.47,-6.04,0.10
32.36,-6.06,0.09
32.26,-6.07,0.08
32.10,-6.13,0.04
31.95,-6.17,0.02
31.80,-6.22,-0.02
31.63,-6.29,-0.06
31.51,-6.32,-0.07
31.33,-6.39,-0.12
31.18,-6.44,-0.15
31.07,-6.45,-0.15
30.93,-6.49,-0.17
30.76,-6.56,-0.22
30.53,-6.67,-0.28
30.40,-6.70,-0.30
30.27,-6.73,-0.31
30.12,-6.77,-0.34
29.92,-6.87,-0.39
29.78,-6.90,-0.41
29.63,-6.95,-0.44
29.45,-7.02,-0.47
29.30,-7.06,-0.49
29.14,-7.12,-0.53
29.01,-7.14,-0.54
28.86,-7.19,-0.56
28.69,-7.25,-0.59
28.57,-7.27,-0.60
28.49,-7.25,-0.58
28.31,-7.31,-0.62
28.16,-7.36,-0.64
28.03,-7.38,-0.65
27.89,-7.41,-0.66
27.76,-7.44,-0.67
27.68,-7.41,-0.65
27.62,-7.38,-0.62
27.55,-7.35,-0.60
27.47,-7.33,-0.58
27.36,-7.33,-0.58
27.31,-7.28,-0.54
27.21,-7.29,-0.53
27.15,-7.25,-0.51
27.07,-7.23,-0.49
27.01,-7.19,-0.46
26.93,-7.17,-0.44
26.88,-7.12,-0.41
26.76,-7.14,-0.41
26.68,-7.12,-0.40
26.61,-7.09,-0.38
26.57,-7.03,-0.34
26.55,-6.96,-0.29
26.50,-6.91,-0.26
26.49,-6.82,-0.20
26.48,-6.75,-0.15
26.39,-6.74,-0.15
26.33,-6.70,-0.12
26.28,-6.65,-0.09
26.23,-6.61,-0.06
25.87,-6.85,-0.21
25.83,-6.79,-0.17
25.43,-7.05,-0.33
25.42,-6.97,-0.28
25.07,-7.19,-0.41
25.06,-7.11,-0.36
25.11,-6.98,-0.27
24.79,-7.16,-0.38
24.80,-7.07,-0.32
24.78,-6.99,-0.27
24.50,-7.15,-0.37
24.51,-7.06,-0.31
24.50,-6.97,-0.25
24.23,-7.11,-0.34
24.25,-7.01,-0.27
23.92,-7.21,-0.39
23.94,-7.10,-0.32
23.95,-7.00,-0.25
23.96,-6.90,-0.19
23.99,-6.78,-0.12
23.67,-6.97,-0.23
23.41,-7.11,-0.31
23.12,-7.28,-0.41
23.16,-7.15,-0.33
22.88,-7.31,-0.43
22.61,-7.45,-0.51
22.66,-7.31,-0.42
22.40,-7.45,-0.50
22.53,-7.24,-0.37
22.63,-7.06,-0.25
22.76,-6.84,-0.12
22.90,-6.63,0.02
22.65,-6.76,-0.07
22.78,-6.56,0.06
22.58,-6.64,0.01
22.29,-6.81,-0.09
22.39,-6.63,0.02
22.44,-6.49,0.10
22.20,-6.61,0.03
22.26,-6.47,0.11
21.97,-6.64,0.01
21.98,-6.54,0.07
22.02,-6.41,0.15
22.00,-6.34,0.19
21.99,-6.26,0.24
21.97,-6.19,0.28
21.98,-6.09,0.34
21.71,-6.24,0.24
21.68,-6.17,0.28
21.65,-6.12,0.31
21.60,-6.07,0.34
21.62,-5.97,0.40
21.56,-5.93,0.42
21.52,-5.87,0.45
21.46,-5.84,0.47
21.45,-5.77,0.51
21.43,-5.70,0.55
21.39,-5.64,0.57
21.37,-5.57,0.61
21.32,-5.54,0.63
21.20,-5.56,0.61
21.13,-5.53,0.62
21.07,-5.51,0.63
21.01,-5.47,0.65
20.96,-5.43,0.66
20.86,-5.44,0.65
20.77,-5.42,0.66
20.72,-5.39,0.67
20.69,-5.33,0.70
20.63,-5.30,0.71
20.56,-5.28,0.72
20.44,-5.30,0.70
20.33,-5.32,0.68
20.25,-5.31,0.68
20.18,-5.29,0.69
20.08,-5.29,0.68
20.06,-5.23,0.71
19.95,-5.25,0.69
19.86,-5.24,0.69
19.79,-5.22,0.70
19.68,-5.25,0.67
19.55,-5.27,0.65
19.42,-5.31,0.62
19.29,-5.34,0.59
19.12,-5.41,0.55
18.93,-5.50,0.49
18.82,-5.51,0.48
18.69,-5.55,0.45
18.53,-5.60,0.41
18.37,-5.66,0.37
18.18,-5.75,0.31
18.01,-5.82,0.27
17.87,-5.86,0.24
17.70,-5.93,0.20
17.55,-5.97,0.16
17.36,-6.07,0.11
17.21,-6.12,0.07
17.03,-6.19,0.03
16.82,-6.29,-0.03
16.65,-6.35,-0.07
16.55,-6.36,-0.07
16.39,-6.42,-0.11
16.21,-6.49,-0.15
16.07,-6.53,-0.18
15.91,-6.59,-0.21
15.73,-6.66,-0.25
15.60,-6.69,-0.27
15.44,-6.74,-0.30
15.30,-6.78,-0.32
15.12,-6.85,-0.36
15.00,-6.87,-0.37
14.88,-6.89,-0.38
14.76,-6.90,-0.38
14.66,-6.91,-0.38
14.59,-6.88,-0.36
14.47,-6.90,-0.37
14.31,-6.95,-0.40
14.19,-6.97,-0.41
14.05,-7.00,-0.42
13.95,-7.00,-0.42
13.82,-7.03,-0.43
13.65,-7.09,-0.46
13.47,-7.16,-0.50
13.34,-7.19,-0.52
13.23,-7.20,-0.52
13.13,-7.19,-0.51
13.01,-7.21,-0.52
12.92,-7.19,-0.50
12.84,-7.18,-0.49
12.73,-7.19,-0.49
12.59,-7.22,-0.50
12.47,-7.23,-0.51
12.37,-7.23,-0.50
12.21,-7.28,-0.53
12.08,-7.31,-0.54
11.93,-7.35,-0.56
11.79,-7.39,-0.57
11.70,-7.37,-0.56
11.58,-7.39,-0.57
11.49,-7.38,-0.55
11.33,-7.42,-0.58
11.19,-7.46,-0.59
11.05,-7.50,-0.61
10.85,-7.58,-0.65
10.65,-7.66,-0.70
10.46,-7.73,-0.73
10.26,-7.82,-0.79
10.10,-7.87,-0.81
9.82,-8.02,-0.89
9.61,-8.12,-0.94
9.39,-8.21,-0.99
9.18,-8.31,-1.04
8.97,-8.39,-1.09
8.73,-8.50,-1.15
8.49,-8.62,-1.21
8.25,-8.73,-1.26
8.04,-8.82,-1.31
7.87,-8.88,-1.33
7.66,-8.96,-1.37
7.53,-8.97,-1.36
7.35,-9.03,-1.39
7.17,-9.09,-1.41
7.03,-9.12,-1.41
6.85,-9.17,-1.43
6.69,-9.21,-1.44
6.57,-9.21,-1.43
6.39,-9.26,-1.45
6.29,-9.25,-1.43
6.12,-9.30,-1.44
5.99,-9.31,-1.43
5.87,-9.31,-1.42
5.76,-9.30,-1.40
5.65,-9.30,-1.39
5.54,-9.28,-1.36
5.42,-9.29,-1.36
5.33,-9.26,-1.33
5.27,-9.21,-1.28
5.18,-9.18,-1.25
5.16,-9.09,-1.18
5.14,-9.00,-1.12
4.85,-9.16,-1.20
4.84,-9.05,-1.13
4.87,-8.92,-1.03
4.90,-8.79,-0.94
4.91,-8.67,-0.86
4.94,-8.54,-0.77
4.93,-8.44,-0.70
4.92,-8.34,-0.64
4.94,-8.22,-0.56
4.95,-8.11,-0.48
4.93,-8.02,-0.42
4.90,-7.94,-0.37
4.91,-7.83,-0.30
4.89,-7.75,-0.24
4.83,-7.69,-0.21
4.53,-7.86,-0.31
4.46,-7.82,-0.28
4.46,-7.72,-0.22
4.43,-7.65,-0.17
4.38,-7.58,-0.13
4.36,-7.50,-0.08
4.03,-7.70,-0.20
3.93,-7.69,-0.19
3.78,-7.72,-0.21
3.37,-7.97,-0.36
2.98,-8.22,-0.51
2.65,-8.42,-0.63
2.63,-8.33,-0.57
2.20,-8.61,-0.73
2.14,-8.55,-0.69
1.76,-8.79,-0.83
1.74,-8.69,-0.76
1.68,-8.63,-0.72
1.29,-8.88,-0.87
0.91,-9.11,-1.00
0.81,-9.09,-0.98
0.71,-9.07,-0.96
0.32,-9.30,-1.09
-0.11,-9.58,-1.25
-0.48,-9.80,-1.37
-0.77,-9.95,-1.45
-0.79,-9.85,-1.38
-0.89,-9.82,-1.35
-1.01,-9.81,-1.33
-1.41,-10.06,-1.47
-1.77,-10.26,-1.58
-2.17,-10.51,-1.72
-2.55,-10.72,-1.83
-2.93,-10.94,-1.95
-3.33,-11.18,-2.08
-3.73,-11.42,-2.21
-4.03,-11.57,-2.28
-4.41,-11.78,-2.39
-4.68,-11.89,-2.44
-4.97,-12.03,-2.50
-5.34,-12.23,-2.60
-5.64,-12.37,-2.66
-5.94,-12.50,-2.72
-6.20,-12.62,-2.76
-6.48,-12.73,-2.81
-6.77,-12.85,-2.85
-7.04,-12.97,-2.90
-7.01,-12.80,-2.76
-7.25,-12.89,-2.79
-7.60,-13.06,-2.88
-7.94,-13.23,-2.95
-8.25,-13.37,-3.01
-8.52,-13.48,-3.05
-8.84,-13.62,-3.11
-9.15,-13.76,-3.16
-9.41,-13.85,-3.19
-9.68,-13.95,-3.22
-9.93,-14.04,-3.24
-10.24,-14.17,-3.29
-10.54,-14.29,-3.34
-10.88,-14.44,-3.40
-11.17,-14.56,-3.44
-11.33,-14.56,-3.41
-11.57,-14.62,-3.41
-11.67,-14.56,-3.34
-11.84,-14.56,-3.31
-12.00,-14.56,-3.28
-12.19,-14.58,-3.26
-12.27,-14.50,-3.18
-12.46,-14.51,-3.16
-12.56,-14.46,-3.10
-12.65,-14.39,-3.02
-12.76,-14.34,-2.97
-12.87,-14.28,-2.90
-13.00,-14.25,-2.85
-13.08,-14.18,-2.78
-13.23,-14.15,-2.74
-13.38,-14.14,-2.70
-13.55,-14.13,-2.67
-13.76,-14.17,-2.67
-14.00,-14.23,-2.69
-14.26,-14.31,-2.71
-14.54,-14.40,-2.74
-14.83,-14.50,-2.78
-15.14,-14.62,-2.82
-15.42,-14.72,-2.86
-15.80,-14.89,-2.94
-16.10,-15.00,-2.98
-16.45,-15.15,-3.04
-16.80,-15.31,-3.11
-17.20,-15.50,-3.20
-17.62,-15.70,-3.29
-18.06,-15.94,-3.41
-18.50,-16.17,-3.52
-18.98,-16.43,-3.64
-19.44,-16.67,-3.76
-19.93,-16.93,-3.88
-20.39,-17.17,-3.99
-20.85,-17.41,-4.10
-21.27,-17.61,-4.19
-21.71,-17.82,-4.28
-22.19,-18.06,-4.39
-22.58,-18.24,-4.46
-22.96,-18.40,-4.51
-23.39,-18.59,-4.59
-23.70,-18.69,-4.61
-24.07,-18.82,-4.64
-24.41,-18.94,-4.67
-24.71,-19.03,-4.68
-25.02,-19.11,-4.69
-25.29,-19.16,-4.67
-25.51,-19.16,-4.63
-25.75,-19.19,-4.60
-25.93,-19.16,-4.54
-26.06,-19.07,-4.44
-26.17,-18.98,-4.34
-26.27,-18.88,-4.24
-26.29,-18.70,-4.09
-26.33,-18.54,-3.95
-26.43,-18.43,-3.85
-26.48,-18.29,-3.72
-26.52,-18.13,-3.59
-26.54,-17.95,-3.44
-26.57,-17.78,-3.31
-26.57,-17.58,-3.15
-26.60,-17.42,-3.02
-26.65,-17.27,-2.90
-26.65,-17.07,-2.75
-26.65,-16.88,-2.61
-26.65,-16.69,-2.46
-26.68,-16.52,-2.34
-26.76,-16.41,-2.25
-26.79,-16.24,-2.12
-26.90,-16.15,-2.04
-26.95,-16.00,-1.93
-26.98,-15.85,-1.83
-27.11,-15.78,-1.76
-27.18,-15.64,-1.66
-27.28,-15.55,-1.59
-27.35,-15.43,-1.50
-27.38,-15.26,-1.38
-27.51,-15.19,-1.32
-27.61,-15.09,-1.25
-27.68,-14.96,-1.16
-27.81,-14.89,-1.11
-27.97,-14.84,-1.06
-28.11,-14.79,-1.02
-28.26,-14.73,-0.97
-28.36,-14.63,-0.90
-28.48,-14.56,-0.85
-28.54,-14.42,-0.75
-28.56,-14.25,-0.64
-28.66,-14.15,-0.58
-28.73,-14.02,-0.49
-28.84,-13.94,-0.44
-28.98,-13.88,-0.40
-28.99,-13.70,-0.28
-29.05,-13.58,-0.20
-29.08,-13.42,-0.10
-29.07,-13.23,0.02
-29.07,-13.04,0.13
-29.25,-13.02,0.14
-29.32,-12.91,0.21
-29.48,-12.86,0.24
-29.72,-12.90,0.21
-30.02,-12.98,0.16
-30.19,-12.96,0.17
-30.42,-12.99,0.15
-30.31,-12.70,0.33
-30.51,-12.71,0.32
-30.81,-12.79,0.27
-31.11,-12.88,0.21
-31.08,-12.67,0.33
-31.35,-12.73,0.30
-31.60,-12.78,0.27
-31.82,-12.79,0.26
-31.65,-12.46,0.45
-31.82,-12.44,0.46
-31.58,-12.04,0.71
-31.75,-12.02,0.71
-31.54,-11.66,0.93
-31.42,-11.37,1.10
-31.20,-11.00,1.31
-31.01,-10.65,1.52
-31.15,-10.62,1.52
-31.06,-10.37,1.66
-31.05,-10.19,1.76
-30.96,-9.94,1.89
-31.21,-10.00,1.84
-31.14,-9.77,1.96
-31.03,-9.51,2.11
-30.85,-9.18,2.29
-30.74,-8.93,2.43
-30.60,-8.63,2.58
-30.47,-8.36,2.73
-30.68,-8.40,2.68
-30.51,-8.09,2.84
-30.32,-7.76,3.02
-30.11,-7.43,3.19
-29.86,-7.06,3.39
-29.91,-6.95,3.43
-29.67,-6.59,3.62
-29.41,-6.21,3.82
-29.14,-5.83,4.02
-28.87,-5.44,4.22
-28.82,-5.26,4.29
-28.69,-5.00,4.41
-28.59,-4.78,4.50
-28.57,-4.63,4.56
-28.64,-4.55,4.56
-28.74,-4.52,4.54
-28.96,-4.57,4.46
-29.18,-4.64,4.38
-29.44,-4.75,4.27
-29.73,-4.88,4.15
-30.07,-5.05,4.00
-30.44,-5.24,3.85
-31.07,-5.68,3.54
-31.40,-5.84,3.41
-31.77,-6.04,3.25
-32.13,-6.23,3.10
-32.83,-6.73,2.77
-33.53,-7.21,2.44
-34.18,-7.66,2.14
-34.85,-8.12,1.84
-35.51,-8.57,1.54
-36.10,-8.96,1.29
-36.67,-9.32,1.05
-36.95,-9.43,0.97
-37.54,-9.81,0.73
-37.79,-9.89,0.68
-38.30,-10.20,0.47
-38.81,-10.50,0.28
-38.96,-10.50,0.28
-39.10,-10.46,0.30
-39.49,-10.67,0.17
-39.83,-10.82,0.08
-39.80,-10.65,0.18
-39.78,-10.48,0.28
-39.71,-10.27,0.42
-39.96,-10.35,0.36
-40.21,-10.42,0.31
-40.10,-10.17,0.46
-40.36,-10.26,0.41
-40.55,-10.29,0.38
-40.78,-10.34,0.35
-40.95,-10.34,0.34
-41.04,-10.27,0.38
-41.11,-10.20,0.43
-41.10,-10.04,0.52
-41.02,-9.82,0.65
-40.72,-9.41,0.90
-40.76,-9.29,0.96
-40.45,-8.88,1.21
-40.50,-8.79,1.25
-40.36,-8.51,1.41
-40.55,-8.55,1.37
-40.35,-8.22,1.56
-40.45,-8.18,1.57
-40.55,-8.14,1.58
-40.68,-8.12,1.58
-40.87,-8.15,1.55
-40.93,-8.07,1.58
-40.98,-7.98,1.62
-40.72,-7.62,1.83
-40.85,-7.60,1.82
-40.65,-7.29,2.00
-40.70,-7.21,2.03
-40.88,-7.23,2.00
-41.02,-7.23,1.98
-41.05,-7.12,2.03
-41.15,-7.08,2.03
-41.23,-7.03,2.04
-41.35,-7.01,2.04
-41.46,-6.98,2.03
-41.71,-7.07,1.96
-41.88,-7.10,1.92
-42.05,-7.13,1.89
-42.46,-7.37,1.72
-42.76,-7.51,1.62
-43.10,-7.68,1.50
-43.46,-7.88,1.36
-43.76,-8.02,1.26
-44.12,-8.21,1.13
-44.53,-8.45,0.97
-44.79,-8.55,0.90
-48.49,-8.24,0.85
-48.74,-8.34,0.79
-48.96,-8.39,0.75
-49.04,-8.35,0.77
-49.22,-8.37,0.75
-49.43,-8.42,0.71
-49.69,-8.53,0.65
-49.89,-8.57,0.62
-50.07,-8.60,0.60
-50.32,-8.69,0.54
-50.49,-8.71,0.52
-50.73,-8.80,0.47
-50.97,-8.87,0.42
-51.23,-8.98,0.36
-51.44,-9.03,0.32
-51.63,-9.07,0.30
-51.91,-9.18,0.23
-52.28,-9.37,0.12
-52.62,-9.53,0.03
-52.91,-9.66,-0.04
-53.20,-9.77,-0.11
-53.36,-9.78,-0.11
-53.62,-9.88,-0.17
-53.87,-9.96,-0.21
-54.42,-10.30,-0.41
-54.65,-10.36,-0.44
-54.80,-10.36,-0.44
-54.50,-9.99,-0.21
-54.59,-9.93,-0.18
-54.86,-10.04,-0.24
-55.05,-10.06,-0.25
-55.24,-10.10,-0.27
-55.77,-10.42,-0.46
