Time[s]	Pressure[Pa]	Alt[m]	Acc_x[G]	Acc_y[G]	Acc_z[G]	Gyro_x[º/s]	Gyro_y[º/s]	Gyro_z[º/s]	Temp_bme[*C]	Temp_imu[*C]
7.83	101695.08	1.72	-0.95	0.36	0.00	10.24	20.61	-30.79	32.83	34.8
7.85	101695.08	1.72	-0.97	0.35	0.05	13.84	26.10	-22.44	32.83	35.3
7.88	101696.92	1.57	-0.99	0.30	-0.00	6.59	37.07	-23.05	32.83	34.9
7.90	101696.81	1.58	-0.97	0.33	-0.01	-4.82	41.34	-26.40	32.83	34.9
7.92	101696.81	1.58	-0.99	0.30	0.02	-0.91	44.88	-24.21	32.83	35.1
7.95	101695.60	1.68	-0.98	0.26	-0.03	-2.26	53.48	-24.51	32.84	35.3
7.97	101695.53	1.69	-0.92	0.32	-0.08	-17.32	53.54	-32.01	32.83	35.1
7.99	101695.53	1.69	-0.99	0.34	-0.09	-8.35	54.21	-17.62	32.83	34.9
8.02	101695.08	1.72	-0.99	0.19	-0.15	-7.32	68.60	-46.59	32.83	35.0
8.04	101693.45	1.86	-1.04	0.26	-0.17	-20.85	82.56	-34.70	32.83	34.7
8.06	101693.45	1.86	-1.00	0.23	-0.23	-15.06	93.96	-34.21	32.83	34.9
8.08	101693.00	1.90	-1.01	0.30	-0.28	-25.43	86.22	-49.45	32.83	35.0
8.11	101693.00	1.90	-1.06	0.21	-0.28	-37.32	82.20	-63.23	32.83	34.9
8.13	101695.25	1.71	-1.08	0.10	-0.31	-36.83	87.44	-78.29	32.83	34.9
8.15	101694.66	1.76	-1.03	-0.01	-0.36	-45.61	102.56	-61.52	32.83	34.8
8.17	101694.66	1.76	-0.96	0.14	-0.44	-66.16	64.57	-16.04	32.83	35.1
8.20	101694.56	1.77	-1.21	0.28	-0.33	-36.65	104.09	-44.94	32.83	34.8
8.22	101695.70	1.67	-1.03	0.08	-0.51	-5.67	106.16	-69.15	32.82	35.2
8.24	101695.70	1.67	-0.95	0.02	-0.52	-30.91	96.83	-69.45	32.82	35.2
8.27	101696.23	1.63	-1.05	-0.04	-0.49	-36.16	109.33	-44.51	32.83	35.0
8.29	101694.91	1.74	-0.88	0.04	-0.54	-38.72	110.30	-43.11	32.83	35.1
8.31	101694.91	1.74	-0.78	0.15	-0.53	-22.68	94.39	-79.21	32.83	34.9
8.33	101694.56	1.77	-0.87	0.01	-0.60	4.45	87.99	-132.44	32.83	34.9
8.36	101694.56	1.84	-0.85	-0.15	-0.58	-45.43	73.41	-73.66	32.83	35.0
8.38	101693.70	1.84	-0.75	0.01	-0.49	-55.00	94.21	-66.59	32.83	35.1
8.41	101693.10	1.89	-0.77	0.01	-0.50	-44.57	60.30	-85.43	32.82	34.9
8.43	101693.10	1.89	-0.88	-0.08	-0.65	-20.49	87.44	-88.78	32.82	35.1
8.45	101694.66	1.76	-0.79	-0.16	-0.64	-26.10	53.96	-49.27	32.82	35.0
8.47	101694.48	1.77	-0.78	-0.08	-0.68	-22.80	64.45	-65.43	32.82	35.0
8.50	101694.48	1.77	-0.58	-0.06	-0.69	-29.51	52.80	-47.38	32.83	35.0
8.52	101691.95	1.98	-0.77	-0.04	-0.66	-12.44	61.83	-55.12	32.83	35.0
8.55	101694.56	1.77	-0.58	-0.17	-0.70	-2.87	74.15	-67.87	32.83	34.8
8.57	101694.56	1.77	-0.41	-0.14	-0.65	-27.07	68.72	-90.91	32.82	34.9
8.59	101694.84	1.74	-0.68	0.02	-0.62	-8.48	32.50	-84.76	32.82	34.9
8.62	101691.36	2.03	-0.61	-0.13	-0.71	3.48	44.39	-93.17	32.82	35.0
8.64	101691.36	2.03	-0.63	-0.24	-0.77	-11.22	50.61	-73.84	32.82	34.8
8.66	101692.75	1.92	-0.44	-0.16	-0.97	-15.06	67.01	-63.84	32.82	35.0
8.69	101693.97	1.82	-0.44	-0.02	-0.74	-9.63	21.89	-72.38	32.82	35.1
8.71	101693.97	1.82	-0.67	-0.11	-0.78	21.16	60.61	-87.20	32.82	35.0
8.73	101695.70	1.67	-0.46	-0.31	-0.81	4.82	78.60	-71.28	32.82	35.0
8.76	101692.75	1.92	-0.25	-0.18	-0.79	-12.50	51.04	-42.62	32.82	34.9
8.78	101692.75	1.92	-0.23	-0.09	-0.74	-13.11	39.33	-92.80	32.82	34.9
8.80	101692.93	1.90	-0.57	-0.11	-0.78	9.51	45.49	-82.20	32.82	34.9
8.83	101690.35	2.12	-0.05	-0.04	-0.22	31.59	23.72	-81.65	32.81	35.0
8.85	101690.35	2.12	-0.19	-0.15	-0.84	25.67	29.70	-111.40	32.81	34.9
8.88	101691.88	1.99	-0.37	-0.35	-0.84	7.93	8.23	-146.59	32.82	34.7
8.90	101692.41	1.95	-0.52	-0.43	-0.87	-8.60	21.71	-108.29	32.82	34.9
8.92	101692.41	1.95	-0.28	-0.24	-0.82	-17.80	9.02	-30.49	32.82	34.8
8.95	101692.23	1.96	-0.12	-0.02	-0.90	-7.13	24.94	7.80	32.82	34.8
8.97	101692.93	1.90	-0.28	-0.35	-0.79	8.84	45.61	-34.02	32.82	35.0
8.99	101692.93	1.90	-0.51	-0.42	-0.92	-29.94	42.13	4.27	32.82	34.9
9.01	101690.00	2.15	-0.40	0.28	-0.49	10.85	55.06	0.98	32.81	35.0
9.04	101690.00	2.15	-0.20	-0.20	-0.83	-18.29	24.70	-10.55	32.82	35.0
9.06	101691.30	2.04	-0.32	-0.13	-1.07	1.89	37.26	-1.34	32.82	34.9
9.08	101691.27	2.04	-0.22	-0.17	-0.94	4.88	16.22	-10.91	32.83	35.0
9.11	101691.27	1.96	-0.13	-0.16	-0.93	-5.18	12.62	-21.52	32.82	35.0
9.13	101692.23	1.96	-0.10	-0.16	-0.87	-14.21	11.83	-28.35	32.82	34.8
9.15	101688.80	2.25	-0.29	-0.14	-0.93	-12.68	15.61	-26.95	32.81	35.0
9.18	101688.80	2.25	-0.12	-0.16	-0.87	-9.88	16.22	-47.62	32.82	34.8
9.20	101688.34	2.28	-0.26	-0.32	-1.05	-4.21	19.94	-38.72	32.82	35.1
9.23	101692.58	1.93	-0.17	-0.17	-0.91	-11.16	23.05	-2.56	32.82	35.1
9.25	101692.58	1.93	-0.26	-0.31	-0.83	-28.54	30.00	14.57	32.82	34.9
9.27	101690.50	2.10	-0.17	-0.22	-0.98	-18.11	28.05	17.99	32.82	35.0
9.30	101691.71	2.00	-0.20	-0.14	-0.95	-19.88	27.32	7.07	32.82	35.1
9.32	101691.71	2.00	-0.16	-0.04	-0.92	-11.52	16.46	4.09	32.82	35.0
9.35	101690.67	2.09	-0.24	0.02	-1.05	-14.76	9.94	-0.98	32.82	35.1
9.37	101693.80	1.83	-0.20	-0.14	-0.91	-18.84	9.88	3.66	32.82	34.9
9.39	101693.80	1.83	-0.23	-0.09	-0.94	-27.26	7.50	2.80	32.82	35.0
9.41	101691.54	2.02	-0.13	-0.05	-0.93	-31.04	12.13	-4.02	32.82	34.9
9.44	101693.10	1.89	-0.11	-0.14	-0.99	-24.27	10.55	7.26	32.82	34.9
9.46	101693.10	1.89	-0.09	-0.04	-1.02	-7.99	10.49	5.85	32.82	35.0
9.48	101693.27	1.87	-0.16	-0.03	-1.00	-2.20	5.67	0.49	32.82	34.9
9.51	101691.54	2.02	-0.17	-0.04	-0.97	2.74	1.65	4.51	32.82	35.1
9.53	101691.54	2.02	-0.22	-0.05	-0.86	13.84	4.21	5.85	32.82	34.9
9.55	101689.38	2.20	-0.40	-0.05	-0.62	18.84	11.89	2.99	32.82	35.1
9.59	101690.50	2.10	-0.17	0.07	-0.96	10.18	8.05	-2.68	32.82	35.0
9.61	101689.38	2.20	-0.16	-0.03	-0.97	8.96	5.37	-5.61	32.82	35.1
9.63	101689.38	2.20	-0.21	-0.10	-1.00	5.37	3.17	-5.49	32.82	35.1
9.65	101687.58	2.35	-0.05	-0.10	-0.99	22.50	18.23	17.74	32.81	35.0
9.68	101687.58	2.35	-0.17	-0.00	-1.02	15.12	7.99	22.74	32.82	35.1
9.70	101690.95	2.07	-0.16	-0.08	-1.02	9.88	1.34	8.35	32.82	35.1
9.72	101690.70	2.09	-0.21	-0.01	-1.03	15.30	-0.37	8.60	32.81	35.1
9.74	101690.70	2.09	-0.28	-0.02	-1.05	15.67	-3.78	23.78	32.81	34.9
9.77	101692.23	1.96	-0.27	-0.07	-0.96	17.44	-1.83	32.80	32.82	35.1
9.79	101691.22	2.04	-0.39	-0.18	-0.73	10.85	9.57	15.24	32.81	35.1
9.82	101691.22	2.04	-0.16	-0.03	-1.09	14.94	7.50	0.43	32.81	35.1
9.84	101690.70	2.09	-0.17	-0.08	-1.10	20.30	4.51	-1.34	32.81	34.9
9.86	101690.98	2.06	-0.13	-0.13	-1.15	3.05	-7.13	-9.15	32.81	34.9
9.88	101690.98	2.06	-0.17	-0.10	-1.01	0.00	0.61	13.11	32.81	34.7
9.91	101691.98	1.98	-0.14	-0.02	-0.99	0.37	-0.55	28.17	32.82	35.0
9.93	101690.00	2.15	-0.23	-0.02	-0.92	3.84	9.09	14.21	32.81	34.8
9.96	101690.00	2.15	-0.13	-0.06	-0.91	12.13	12.93	14.21	32.81	34.9
9.98	101689.09	2.22	-0.18	-0.02	-0.94	18.84	12.32	10.79	32.80	35.0
10.00	101690.35	2.12	-0.27	-0.03	-0.98	18.05	14.70	-19.27	32.81	35.0
10.03	101690.35	2.12	-0.24	-0.11	-1.00	17.87	15.67	-13.41	32.81	34.8
10.05	101690.04	2.14	-0.16	-0.10	-1.07	17.26	3.35	23.96	32.80	34.7
10.07	101690.04	2.14	-0.17	-0.01	-1.03	10.98	1.71	15.79	32.81	35.0
10.09	101690.45	2.11	-0.24	-0.01	-1.01	11.40	9.33	4.45	32.81	34.9
10.12	101692.19	1.96	-0.24	0.03	-0.90	10.55	15.73	-0.49	32.81	34.9
10.14	101692.95	1.90	-0.10	0.04	-0.96	16.95	17.20	13.29	32.81	34.9
10.17	101692.95	1.90	-0.22	0.08	-0.95	17.26	16.10	-0.98	32.81	35.1
10.19	101691.92	1.99	-0.26	-0.04	-0.97	15.06	15.18	-4.70	32.81	35.1
10.21	101691.92	1.99	-0.21	-0.08	-0.98	15.37	15.79	7.44	32.80	34.9
10.24	101694.03	1.81	-0.20	0.04	-0.93	17.87	15.24	18.29	32.80	34.9
10.26	101692.12	1.97	-0.19	0.03	-0.97	18.90	6.77	17.01	32.80	34.8
10.28	101692.12	1.97	-0.21	-0.05	-0.95	12.99	5.67	1.59	32.80	35.1
10.31	101690.91	2.07	-0.20	-0.02	-0.97	9.33	6.40	-3.78	32.80	35.1
10.33	101692.71	1.92	-0.19	-0.06	-0.99	6.28	5.24	5.00	32.81	34.9
10.35	101692.71	1.92	-0.27	-0.05	-0.98	8.11	6.83	18.41	32.80	34.9
10.38	101690.38	2.11	-0.20	-0.06	-0.94	2.93	15.06	13.17	32.80	35.0
10.40	101692.27	1.96	-0.20	0.01	-0.98	-3.48	14.09	3.35	32.81	35.1
10.42	101692.27	1.96	-0.33	0.17	-0.91	-13.17	11.10	13.23	32.81	34.8
10.45	101693.06	1.89	-0.27	-0.04	-0.96	-8.84	6.52	17.26	32.81	34.8
10.47	101689.69	2.17	-0.24	-0.04	-1.00	-17.32	6.89	12.13	32.80	34.9
10.49	101689.69	2.17	-0.13	-0.04	-0.96	-21.83	-3.84	19.21	32.80	35.0
10.52	101690.04	2.14	-0.13	0.17	-0.89	13.17	-1.65	5.91	32.80	34.9
10.54	101692.12	1.97	-0.23	0.02	-0.90	13.41	0.43	0.61	32.80	34.9
10.56	101692.12	1.97	-0.21	0.02	-0.93	15.06	0.18	9.57	32.80	35.0
10.59	101694.24	1.79	-0.23	0.04	-0.95	13.84	4.15	2.74	32.82	34.9
10.61	101690.21	2.13	-0.19	0.04	-0.96	13.23	10.43	-7.56	32.80	34.8
10.63	101690.21	2.13	-0.30	0.04	-0.93	6.65	3.29	-7.38	32.80	35.0
10.66	101690.45	2.11	-0.21	0.05	-0.96	-0.98	13.35	-22.32	32.81	34.7
10.68	101693.48	1.86	-0.19	0.01	-0.97	4.82	16.83	-12.93	32.81	34.9
10.70	101693.48	1.86	-0.29	-0.01	-1.11	9.33	4.09	9.57	32.81	34.9
10.73	101691.22	2.04	-0.29	0.02	-1.07	18.72	8.48	9.39	32.81	35.0
10.75	101691.22	2.04	-0.18	0.05	-1.04	23.48	7.68	10.24	32.80	35.3
10.77	101690.91	2.07	-0.18	0.02	-1.06	24.82	7.74	-0.12	32.80	34.8
10.79	101690.45	2.11	-0.21	0.01	-0.95	23.11	14.94	-1.95	32.81	34.9
10.82	101690.45	2.11	-0.15	0.08	-0.93	23.72	19.63	0.98	32.82	34.9
10.84	101692.69	1.92	-0.13	0.07	-0.95	19.39	20.12	6.71	32.82	34.9
10.87	101691.22	2.04	-0.19	-0.02	-0.95	16.28	17.20	1.22	32.81	35.0
10.89	101691.22	2.04	-0.15	-0.04	-0.85	20.79	17.74	16.59	32.81	34.9
10.91	101690.35	2.12	-0.15	0.03	-0.90	27.74	13.72	10.12	32.81	34.9
10.93	101689.34	2.20	-0.25	-0.04	-0.86	32.13	10.79	1.77	32.80	35.0
10.96	101689.34	2.20	-0.20	0.09	-0.89	45.79	3.96	19.82	32.80	34.8
10.98	101690.48	2.11	-0.34	0.12	-1.21	13.72	7.68	-27.99	32.80	34.8
11.00	101690.04	2.14	-0.15	0.09	-1.04	4.33	3.90	-7.62	32.80	35.0
11.03	101690.04	2.14	-0.28	0.10	-1.05	11.65	-4.39	45.61	32.80	35.0
11.05	101689.97	2.15	-0.21	-0.01	-1.02	12.44	-1.59	21.16	32.80	35.0
11.07	101689.97	2.15	-0.19	-0.07	-1.01	11.04	6.95	-21.59	32.80	35.0
11.09	101692.05	1.98	-0.17	0.00	-0.99	9.39	9.02	-12.62	32.80	34.8
11.12	101693.27	1.87	-0.22	0.05	-0.98	5.06	8.48	-9.63	32.80	34.8
11.14	101693.27	1.87	-0.25	-0.07	-0.92	5.49	7.38	12.38	32.80	35.0
11.16	101692.73	1.92	0.00	-0.04	-0.76	2.13	16.59	9.27	32.80	34.9
11.19	101694.20	1.80	-0.27	0.12	-0.88	-14.15	19.57	-14.09	32.80	35.0
11.21	101694.20	1.80	-0.29	0.20	-0.97	-24.51	22.56	-26.40	32.80	35.0
11.23	101691.18	2.05	-0.30	0.06	-1.00	-24.27	16.40	-12.32	32.80	34.9
11.25	101693.69	1.84	-0.13	-0.12	-0.92	-16.16	13.29	-2.20	32.80	34.9
11.28	101693.69	1.84	-0.16	0.01	-1.03	-11.40	-0.49	-8.90	32.80	34.9
11.30	101695.59	1.68	-0.27	0.04	-0.98	-3.17	-2.62	-10.98	32.79	34.8
11.32	101692.98	1.90	-0.37	-0.03	-1.11	10.67	-7.80	-1.10	32.79	35.1
11.35	101692.98	1.90	-0.16	-0.04	-1.04	24.57	-14.76	-2.44	32.79	34.7
11.37	101692.56	1.93	-0.20	0.08	-1.01	34.02	-7.07	-3.17	32.79	35.0
11.40	101694.48	1.77	-0.20	0.17	-0.84	40.79	-0.06	2.80	32.80	35.2
11.42	101694.48	1.77	-0.24	0.07	-0.97	43.11	6.40	11.22	32.80	35.0
11.44	101693.16	1.88	-0.14	-0.33	-1.48	43.11	3.35	2.56	32.79	34.7
11.47	101692.47	1.94	-0.38	0.26	-0.96	32.07	5.06	0.06	32.79	34.9
11.49	101692.47	1.94	-0.29	0.09	-0.98	15.12	12.93	-11.95	32.79	34.9
11.51	101689.75	2.17	-0.27	0.03	-1.06	8.17	20.79	-2.20	32.77	34.8
11.54	101693.05	1.89	-0.17	-0.00	-1.06	4.39	19.88	-10.30	32.78	34.8
11.56	101693.05	1.89	-0.21	-0.03	-1.02	0.55	20.12	-17.80	32.78	35.0
11.59	101693.22	1.88	-0.32	-0.04	-0.98	0.24	14.27	-15.79	32.78	34.9
11.61	101690.27	2.12	-0.27	-0.02	-0.94	11.52	27.44	18.78	32.78	35.1
11.63	101690.27	2.12	-0.12	0.08	-0.92	11.10	16.04	17.74	32.78	35.0
11.65	101690.44	2.11	-0.12	-0.02	-0.95	6.10	0.73	-33.23	32.77	35.0
11.68	101689.23	2.08	-0.36	0.21	-0.88	16.10	3.72	23.29	32.78	34.9
11.70	101690.79	2.08	-0.26	0.00	-0.98	19.27	-6.71	34.63	32.78	35.0
11.73	101692.35	1.95	-0.32	0.00	-1.04	24.94	-18.11	9.76	32.77	34.7
11.75	101689.99	2.15	-0.21	-0.04	-0.96	30.49	-6.16	-1.34	32.78	34.9
11.77	101689.99	2.15	-0.24	0.05	-0.95	29.02	-2.01	1.71	32.78	35.3
11.80	101688.70	2.25	-0.26	-0.08	-0.94	23.66	-15.37	31.16	32.76	34.9
11.82	101688.70	2.25	-0.26	0.08	-0.96	15.12	-9.70	1.40	32.77	34.9
11.84	101691.31	2.04	-0.33	0.07	-0.89	6.89	6.52	-19.21	32.77	35.0
11.87	101689.33	2.20	-0.26	0.02	-0.93	-0.37	8.17	-17.20	32.77	35.0
11.89	101689.33	2.14	-0.22	-0.30	-0.93	5.37	6.52	-30.61	32.76	34.9
11.91	101690.09	2.14	-0.13	-0.06	-1.02	8.66	1.83	-34.57	32.76	34.9
11.94	101690.27	2.12	-0.39	-0.34	-0.80	14.09	20.85	35.00	32.76	35.0
11.96	101690.27	2.12	-0.20	0.12	-0.93	-0.24	13.35	15.55	32.77	35.0
11.98	101691.76	2.00	-0.46	0.03	-1.19	-12.99	19.39	8.72	32.77	34.8
12.01	101689.11	2.22	-0.54	-0.02	-1.02	4.94	13.90	51.34	32.75	34.7
12.03	101689.11	2.22	-0.11	-0.08	-1.00	21.95	3.84	50.79	32.76	34.7
12.06	101690.61	2.10	-0.24	0.12	-0.98	4.15	24.09	53.72	32.76	34.9
12.08	101689.53	2.18	-0.28	0.06	-1.00	2.07	21.04	36.46	32.76	34.9
12.10	101689.53	2.18	-0.20	-0.04	-0.86	12.87	14.33	49.39	32.76	35.0
12.13	101689.41	2.20	-0.22	0.05	-0.93	6.22	14.51	97.80	32.76	35.0
12.15	101689.92	2.15	-0.17	0.03	-0.91	7.99	7.44	88.96	32.76	35.0
12.17	101689.92	2.15	-0.25	0.14	-0.95	5.24	14.94	44.39	32.76	35.0
12.19	101691.59	2.01	-0.23	0.08	-0.91	3.29	13.72	30.00	32.77	35.1
12.22	101691.59	2.01	-0.27	0.05	-0.96	6.89	9.15	25.85	32.77	34.9
12.24	101691.59	2.01	-0.19	0.09	-0.92	7.74	1.71	24.82	32.77	34.9
12.27	101687.03	2.39	-0.18	0.14	-0.95	10.24	-1.10	27.87	32.74	34.8
12.29	101690.61	2.10	-0.23	0.20	-0.93	9.02	0.00	24.63	32.76	35.0
12.31	101690.61	2.10	-0.20	0.21	-0.92	9.33	4.57	26.34	32.76	35.0
12.34	101691.66	2.01	-0.15	0.21	-0.92	2.93	9.45	67.93	32.76	35.0
12.36	101690.09	2.07	-0.18	0.15	-0.65	4.51	14.57	51.83	32.77	34.8
12.38	101690.89	2.07	-0.20	0.06	-0.86	6.10	31.34	31.77	32.77	34.9
12.41	101690.61	2.10	-0.13	-0.30	-0.85	41.65	40.61	29.39	32.76	35.0
12.44	101688.02	2.31	-0.32	-0.05	-1.04	29.88	38.72	39.33	32.76	35.0
12.46	101688.02	2.31	-0.45	0.12	-0.97	38.17	6.59	40.12	32.77	34.9
12.48	101690.09	2.14	-0.39	0.25	-1.20	38.35	-1.83	33.54	32.77	34.8
12.51	101689.75	2.17	-0.36	0.33	-1.02	25.73	-2.13	10.18	32.76	34.9
12.53	101689.75	2.17	-0.24	0.30	-0.95	12.44	0.79	-12.20	32.76	34.9
12.55	101690.02	2.14	-0.20	0.00	-0.94	9.27	11.22	-16.59	32.77	34.9
12.57	101691.83	1.99	-0.23	-0.05	-0.97	14.21	20.43	-14.33	32.77	34.9
12.60	101691.83	1.99	-0.23	0.20	-0.94	4.57	20.79	-15.49	32.77	34.8
12.62	101692.80	1.91	-0.30	0.13	-1.04	1.10	20.79	-6.04	32.77	34.9
12.65	101694.09	1.81	-0.31	0.00	-1.19	3.35	28.60	-18.23	32.77	34.8
12.67	101694.09	1.81	-0.29	-0.04	-1.03	0.06	31.40	-12.01	32.77	34.9
12.70	101692.28	1.96	-0.13	0.19	-0.92	2.44	24.39	-22.01	32.77	35.1
12.72	101690.89	2.07	-0.23	0.23	-0.93	-2.56	24.09	-25.00	32.77	34.9
12.74	101690.89	2.07	-0.07	-0.11	-0.81	30.43	21.65	-15.73	32.77	34.8
12.77	101690.96	2.07	-0.39	0.06	-1.18	8.54	29.21	7.20	32.76	34.9
12.79	101692.62	1.93	-0.29	-0.06	-1.04	0.61	2.38	9.02	32.77	35.0
12.82	101692.62	1.93	-0.21	0.18	-0.95	7.56	8.96	-13.66	32.77	35.0
12.84	101688.53	2.27	-0.29	0.10	-0.98	5.98	5.37	-7.26	32.76	34.8
12.86	101694.26	1.79	-0.12	0.10	-0.91	10.55	7.87	-1.40	32.76	34.7
12.89	101694.26	1.79	0.04	0.08	-1.00	8.78	13.78	-1.89	32.76	34.8
12.91	101690.96	2.07	-0.14	0.01	-0.99	13.17	13.66	-0.37	32.76	34.8
12.93	101692.00	1.98	-0.08	0.20	-1.08	1.59	-0.61	12.01	32.77	34.9
12.96	101692.00	1.98	-0.22	0.25	-0.92	1.46	1.89	11.22	32.77	34.9
12.98	101692.28	1.96	-0.16	0.13	-0.95	8.78	13.96	16.77	32.77	35.1
13.01	101690.27	2.12	-0.24	0.14	-1.05	6.95	12.01	3.41	32.77	34.9
13.03	101690.27	2.12	-0.23	0.09	-1.01	9.57	14.94	0.55	32.77	34.7
13.05	101691.83	1.99	-0.18	0.08	-0.95	11.95	13.90	-0.55	32.77	35.0
13.08	101685.54	2.52	-0.09	0.11	-0.98	11.77	16.77	-0.67	32.76	34.8
13.13	101692.59	1.93	-0.19	0.19	-1.00	9.70	6.34	4.88	32.78	34.8
13.15	101687.94	2.32	-0.20	0.09	-0.98	11.04	5.49	9.82	32.77	34.9
13.18	101687.94	2.32	-0.25	0.14	-1.02	9.02	1.04	8.72	32.77	34.9
13.20	101691.41	2.03	-0.02	0.16	-0.88	11.16	2.38	-11.16	32.77	34.9
13.22	101690.79	2.08	-0.09	0.22	-0.97	7.99	8.84	-12.20	32.77	34.8
13.24	101690.79	2.08	-0.35	0.13	-1.03	5.91	5.55	14.09	32.77	34.7
13.27	101693.32	1.87	-0.21	0.14	-1.04	4.51	-2.93	22.68	32.77	34.8
13.29	101692.25	1.96	-0.17	0.11	-0.97	3.41	-0.91	19.39	32.78	34.9
13.31	101692.25	1.96	-0.18	0.12	-0.91	8.78	11.28	-5.49	32.78	35.0
13.34	101692.18	1.96	-0.26	0.16	-0.90	9.57	13.84	-7.80	32.77	34.7
13.36	101691.59	2.01	-0.10	0.17	-0.92	7.44	18.17	7.32	32.77	34.7
13.38	101691.59	2.01	-0.19	0.22	-1.04	5.73	17.01	6.83	32.77	34.8
13.40	101692.88	1.91	-0.20	0.20	-1.07	5.49	7.44	12.32	32.77	34.9
13.43	101692.88	1.91	-0.23	0.17	-0.98	9.27	1.83	10.85	32.77	34.8
13.45	101692.18	1.96	-0.13	0.02	-0.92	16.04	-3.11	17.26	32.77	34.8
13.47	101687.77	2.33	-0.14	0.09	-0.89	18.84	-2.38	29.76	32.77	34.7
13.49	101687.77	2.33	-0.07	0.14	-0.92	22.93	8.72	11.89	32.77	35.0
13.52	101689.05	2.22	-0.19	0.18	-1.05	24.63	10.24	10.73	32.77	34.9
13.54	101686.72	2.42	-0.25	0.12	-1.12	28.84	6.89	0.79	32.77	34.9
13.56	101686.72	2.42	-0.36	0.18	-1.13	32.87	5.49	-2.93	32.77	35.0
13.59	101691.03	2.06	-0.44	0.02	-1.21	14.76	54.27	-33.90	32.78	34.9
13.61	101691.55	2.02	-0.39	-0.03	-1.15	44.02	47.50	11.71	32.78	35.0
13.63	101691.55	2.02	-0.11	0.29	-0.96	45.85	34.33	7.50	32.78	34.8
13.65	101689.92	2.15	-0.11	0.48	-0.89	26.65	5.98	-18.35	32.77	34.8
13.68	101689.92	2.15	-0.23	0.23	-0.80	9.94	11.46	-33.84	32.77	34.7
13.70	101688.11	2.30	-0.23	0.04	-0.81	3.23	9.15	-45.18	32.77	34.8
13.72	101690.44	2.11	-0.21	0.09	-0.88	-0.30	9.88	-35.61	32.77	34.8
13.75	101690.44	2.11	0.43	0.21	-0.95	-0.18	25.98	-11.77	32.77	34.9
13.77	101689.05	2.22	-0.09	0.05	-0.91	-0.12	16.52	-17.87	32.77	34.9
13.79	101687.77	2.33	-0.28	0.06	-0.99	6.46	18.48	-19.70	32.77	34.7
13.81	101687.77	2.33	-0.31	0.02	-1.06	25.49	30.37	71.95	32.77	34.9
13.84	101691.13	2.05	-0.44	0.15	-1.06	24.57	-2.50	102.07	32.77	35.0
13.86	101691.31	2.04	0.11	0.04	-1.12	26.59	-5.79	49.51	32.78	34.7
13.89	101691.31	2.04	0.20	0.21	-1.03	23.78	-25.06	93.60	32.78	34.7
13.91	101690.09	2.14	-0.09	0.17	-1.03	20.49	-27.01	131.95	32.77	34.7
13.93	101691.76	2.00	-0.02	0.16	-1.04	30.37	-32.62	108.05	32.77	34.9
13.95	101691.76	2.00	0.27	0.23	-0.98	-0.85	-27.80	43.35	32.77	34.9
13.98	101690.96	2.07	0.00	0.23	-0.91	-0.18	-23.11	25.55	32.77	35.0
14.00	101690.96	2.07	-0.13	0.06	-0.91	0.00	-4.57	24.51	32.77	34.7
14.02	101691.31	2.04	-0.01	0.09	-0.97	4.02	12.74	-15.49	32.77	35.0
14.04	101690.09	2.14	-0.37	0.09	-0.96	6.59	14.88	-5.37	32.77	34.9
14.07	101690.09	2.14	-0.19	0.12	-0.99	8.35	10.91	18.72	32.77	34.7
14.09	101688.36	2.28	-0.16	0.16	-1.01	14.02	8.35	24.27	32.77	34.7
14.11	101689.92	2.15	-0.20	0.19	-1.03	17.68	9.70	30.79	32.76	34.7
14.14	101689.92	2.15	-0.29	0.26	-0.94	20.37	15.30	17.62	32.76	34.9
14.16	101687.48	2.35	-0.26	0.18	-0.96	18.54	19.21	-9.45	32.76	34.8
14.18	101692.25	1.96	-0.24	-0.06	-0.93	21.59	17.80	11.71	32.78	35.0
14.21	101692.25	1.96	-0.26	0.23	-0.96	21.04	16.16	30.06	32.77	34.8
14.23	101690.09	2.14	-0.14	0.18	-0.87	17.26	25.06	-3.54	32.77	34.8
14.26	101689.92	2.15	-0.06	0.10	-0.92	14.88	35.73	-32.99	32.77	34.7
14.28	101689.92	2.15	-0.21	0.11	-0.94	11.28	30.61	-21.52	32.77	35.1
14.30	101688.46	2.27	-0.13	0.12	-0.98	8.29	26.40	-5.55	32.77	34.8
14.32	101691.83	1.99	-0.16	0.24	-0.94	7.87	30.79	-12.07	32.77	34.6
14.35	101691.83	1.99	-0.21	0.26	-0.99	3.72	29.21	-14.57	32.77	34.7
14.37	101689.84	2.16	-0.24	0.10	-1.07	2.80	15.24	-12.74	32.77	35.0
14.39	101689.41	2.20	-0.10	0.11	-1.05	7.99	0.00	-4.27	32.77	34.8
14.42	101689.41	2.20	-0.17	0.16	-1.02	10.30	-11.04	10.73	32.77	34.9
14.44	101687.48	2.35	-0.34	0.26	-0.98	8.29	-18.35	11.52	32.76	34.9
14.46	101687.31	2.24	-0.12	-0.01	-1.04	11.34	-25.91	19.39	32.77	34.9
14.49	101688.88	2.24	0.09	-0.03	-0.97	23.35	-15.00	5.79	32.77	34.8
14.51	101689.33	2.20	-0.29	0.12	-0.89	28.60	1.71	-12.93	32.77	34.9
14.53	101689.33	2.20	-0.28	0.17	-0.96	25.43	7.20	-12.50	32.77	34.8
