P,V,A
77.04,-10.08,1.95
76.77,-10.25,1.84
76.87,-9.80,2.07
76.88,-9.52,2.21
76.62,-9.67,2.10
76.59,-9.46,2.20
76.57,-9.23,2.31
76.49,-9.10,2.36
76.53,-8.78,2.52
76.32,-8.86,2.45
76.35,-8.55,2.60
76.12,-8.67,2.52
75.99,-8.62,2.52
75.95,-8.44,2.60
75.99,-8.15,2.74
75.92,-8.00,2.79
75.79,-7.98,2.78
75.77,-7.77,2.87
75.68,-7.68,2.90
75.44,-7.83,2.79
75.28,-7.84,2.77
75.43,-7.38,2.99
75.14,-7.61,2.84
74.85,-7.85,2.69
74.73,-7.80,2.69
74.47,-7.97,2.57
74.78,-7.26,2.94
74.73,-7.13,2.99
74.57,-7.14,2.96
74.57,-6.93,3.05
74.52,-6.80,3.10
74.44,-6.70,3.12
74.32,-6.70,3.10
74.61,-6.02,3.45
74.34,-6.25,3.29
74.05,-6.49,3.13
73.92,-6.51,3.09
73.72,-6.62,3.00
73.61,-6.59,3.00
73.67,-6.28,3.14
73.32,-6.63,2.92
73.39,-6.32,3.07
73.17,-6.47,2.96
73.11,-6.36,3.00
73.12,-6.15,3.08
73.15,-5.89,3.20
72.91,-6.08,3.07
72.85,-5.99,3.09
72.74,-5.96,3.08
72.48,-6.18,2.94
72.37,-6.18,2.91
72.51,-5.74,3.13
72.47,-5.63,3.16
72.51,-5.36,3.28
72.51,-5.20,3.34
72.43,-5.15,3.35
72.56,-4.76,3.53
72.70,-4.37,3.72
72.92,-3.86,3.96
73.00,-3.58,4.08
72.91,-3.58,4.05
72.87,-3.49,4.07
72.91,-3.28,4.15
72.78,-3.33,4.09
72.77,-3.21,4.11
72.77,-3.07,4.16
72.58,-3.23,4.04
72.41,-3.36,3.93
72.36,-3.31,3.93
72.04,-3.66,3.70
71.97,-3.63,3.68
71.93,-3.55,3.70
71.95,-3.39,3.76
70.31,-5.83,2.38
68.85,-7.95,1.19
69.24,-7.12,1.64
69.47,-6.56,1.93
69.46,-6.38,2.02
67.99,-8.52,0.82
66.60,-10.49,-0.27
65.37,-12.19,-1.21
66.02,-10.86,-0.46
64.84,-12.49,-1.35
63.98,-13.55,-1.93
63.22,-14.45,-2.41
62.47,-15.33,-2.87
61.81,-16.04,-3.23
63.06,-13.72,-1.93
62.09,-14.96,-2.60
61.29,-15.90,-3.09
60.81,-16.31,-3.29
60.10,-17.09,-3.70
59.79,-17.21,-3.73
59.48,-17.35,-3.78
59.20,-17.41,-3.78
58.91,-17.51,-3.80
58.47,-17.85,-3.96
58.22,-17.86,-3.93
58.10,-17.68,-3.79
58.10,-17.29,-3.55
57.80,-17.41,-3.58
57.70,-17.20,-3.44
57.72,-16.80,-3.19
57.79,-16.33,-2.90
57.84,-15.89,-2.64
57.96,-15.36,-2.32
58.14,-14.74,-1.96
58.02,-14.60,-1.87
58.14,-14.09,-1.57
57.98,-14.01,-1.51
58.12,-13.47,-1.20
58.10,-13.21,-1.05
58.44,-12.35,-0.56
58.63,-11.76,-0.24
58.64,-11.48,-0.08
58.72,-11.05,0.16
58.75,-10.75,0.32
58.83,-10.32,0.55
58.75,-10.21,0.61
58.91,-9.71,0.88
58.92,-9.43,1.03
59.11,-8.90,1.31
58.98,-8.85,1.33
59.09,-8.46,1.53
59.13,-8.17,1.68
59.65,-7.11,2.25
59.99,-6.37,2.63
60.17,-5.89,2.88
60.42,-5.30,3.18
60.63,-4.80,3.43
60.53,-4.79,3.40
60.12,-5.27,3.11
59.77,-5.65,2.87
59.55,-5.82,2.76
59.36,-5.93,2.67
59.25,-5.92,2.65
58.93,-6.25,2.45
58.91,-6.10,2.52
58.78,-6.11,2.49
58.70,-6.05,2.50
58.88,-5.56,2.75
59.01,-5.20,2.93
59.06,-4.95,3.04
58.89,-5.04,2.96
58.90,-4.86,3.03
58.91,-4.67,3.11
58.76,-4.75,3.04
58.75,-4.61,3.09
58.67,-4.58,3.09
58.37,-4.89,2.89
58.21,-4.98,2.81
57.92,-5.27,2.63
57.68,-5.49,2.49
57.67,-5.33,2.55
57.37,-5.64,2.36
57.45,-5.34,2.51
57.15,-5.65,2.32
56.87,-5.92,2.15
57.97,-3.98,3.19
57.37,-4.79,2.72
56.77,-5.59,2.26
57.54,-4.19,3.01
56.71,-5.35,2.35
57.65,-3.70,3.24
56.97,-4.64,2.69
57.85,-3.10,3.52
58.71,-1.60,4.31
57.88,-2.80,3.62
58.80,-1.21,4.46
59.24,-0.42,4.86
57.92,-2.43,3.71
58.67,-1.12,4.40
57.46,-2.93,3.37
57.99,-1.96,3.87
57.13,-3.22,3.14
57.82,-2.01,3.79
58.45,-0.90,4.37
58.73,-0.38,4.62
59.24,0.50,5.06
57.79,-1.73,3.79
58.15,-1.06,4.13
58.68,-0.12,4.61
58.90,0.29,4.79
58.89,0.34,4.78
59.16,0.83,5.01
59.40,1.27,5.21
59.51,1.50,5.29
59.92,2.19,5.63
60.28,2.78,5.91
58.87,0.57,4.64
59.15,1.07,4.87
59.89,2.29,5.50
60.23,2.86,5.77
60.74,3.68,6.17
61.34,4.64,6.65
60.16,2.76,5.56
60.61,3.48,5.91
60.70,3.64,5.95
61.06,4.21,6.21
61.57,4.99,6.59
61.95,5.57,6.85
62.00,5.63,6.83
61.95,5.52,6.71
62.10,5.72,6.76
62.10,5.67,6.68
62.05,5.57,6.57
62.18,5.74,6.61
61.95,5.33,6.33
61.75,4.98,6.08
61.62,4.74,5.89
61.30,4.22,5.55
61.27,4.15,5.47
60.89,3.53,5.08
58.71,0.08,3.14
58.38,-0.41,2.85
58.41,-0.30,2.88
58.54,-0.05,3.00
57.13,-2.24,1.76
57.56,-1.47,2.17
57.82,-1.00,2.41
58.26,-0.24,2.81
58.24,-0.23,2.79
58.00,-0.55,2.59
58.24,-0.12,2.81
58.18,-0.17,2.76
58.06,-0.31,2.65
57.72,-0.81,2.36
57.81,-0.61,2.45
57.62,-0.85,2.29
56.16,-3.11,1.03
56.21,-2.92,1.13
54.67,-5.28,-0.18
54.99,-4.63,0.18
55.14,-4.28,0.37
55.37,-3.82,0.62
55.50,-3.51,0.79
55.45,-3.49,0.79
55.82,-2.79,1.17
55.72,-2.87,1.12
55.91,-2.48,1.32
54.24,-5.05,-0.11
54.56,-4.43,0.24
53.26,-6.36,-0.83
51.90,-8.37,-1.93
52.38,-7.44,-1.40
51.22,-9.12,-2.31
50.06,-10.77,-3.20
50.48,-9.90,-2.70
49.59,-11.11,-3.34
48.93,-11.93,-3.77
49.84,-10.24,-2.80
48.82,-11.66,-3.56
49.75,-9.96,-2.60
48.88,-11.14,-3.22
48.16,-12.06,-3.70
47.51,-12.84,-4.10
46.75,-13.81,-4.60
47.79,-11.90,-3.51
48.85,-9.97,-2.42
49.49,-8.76,-1.73
50.41,-7.14,-0.82
49.48,-8.43,-1.53
48.75,-9.40,-2.05
48.49,-9.61,-2.15
49.33,-8.10,-1.29
48.60,-9.08,-1.82
49.14,-8.02,-1.22
48.35,-9.10,-1.81
47.74,-9.85,-2.21
47.39,-10.21,-2.39
46.82,-10.90,-2.74
47.94,-8.89,-1.61
47.36,-9.61,-2.00
46.78,-10.33,-2.38
46.26,-10.94,-2.70
45.85,-11.37,-2.91
45.51,-11.67,-3.05
45.19,-11.94,-3.17
45.13,-11.77,-3.05
44.89,-11.93,-3.11
46.18,-9.66,-1.84
45.75,-10.13,-2.08
45.24,-10.72,-2.39
44.81,-11.17,-2.62
46.29,-8.60,-1.17
45.76,-9.24,-1.52
45.10,-10.08,-1.97
44.68,-10.53,-2.20
44.13,-11.18,-2.54
45.60,-8.61,-1.11
45.16,-9.11,-1.37
44.55,-9.87,-1.77
44.00,-10.54,-2.13
43.50,-11.11,-2.43
43.23,-11.29,-2.50
44.53,-9.01,-1.23
45.28,-7.61,-0.45
44.60,-8.51,-0.94
45.70,-6.58,0.13
44.92,-7.66,-0.46
45.79,-6.08,0.41
45.09,-7.04,-0.12
44.15,-8.37,-0.85
43.70,-8.89,-1.13
44.67,-7.15,-0.16
45.46,-5.72,0.62
46.00,-4.73,1.17
46.77,-3.37,1.90
45.29,-5.60,0.66
45.57,-5.00,0.98
45.89,-4.36,1.33
45.93,-4.17,1.42
46.39,-3.32,1.88
46.53,-2.99,2.05
46.60,-2.77,2.15
46.44,-2.94,2.04
46.30,-3.05,1.96
46.13,-3.21,1.85
46.06,-3.22,1.83
45.95,-3.29,1.78
45.58,-3.77,1.50
45.42,-3.90,1.41
45.21,-4.12,1.28
45.07,-4.23,1.21
45.05,-4.13,1.25
44.95,-4.17,1.22
44.89,-4.15,1.22
44.76,-4.23,1.17
44.65,-4.29,1.13
44.47,-4.45,1.03
44.12,-4.88,0.78
43.82,-5.22,0.59
43.73,-5.22,0.58
43.46,-5.52,0.42
43.29,-5.64,0.34
43.09,-5.82,0.24
42.98,-5.84,0.23
42.96,-5.73,0.29
42.81,-5.83,0.23
42.84,-5.64,0.34
42.72,-5.68,0.31
42.37,-6.09,0.08
42.38,-5.93,0.17
42.05,-6.30,-0.04
41.92,-6.35,-0.07
41.63,-6.66,-0.23
41.47,-6.75,-0.28
41.51,-6.53,-0.16
41.22,-6.83,-0.32
40.86,-7.24,-0.54
40.70,-7.32,-0.58
40.44,-7.58,-0.72
40.27,-7.67,-0.77
40.31,-7.43,-0.63
40.15,-7.51,-0.67
40.01,-7.55,-0.68
39.92,-7.52,-0.66
39.69,-7.72,-0.77
39.51,-7.83,-0.82
39.47,-7.72,-0.75
39.49,-7.49,-0.62
39.48,-7.34,-0.53
39.23,-7.56,-0.65
38.89,-7.93,-0.84
38.71,-8.04,-0.90
38.52,-8.14,-0.95
38.44,-8.09,-0.91
38.34,-8.07,-0.89
38.39,-7.80,-0.74
38.32,-7.74,-0.69
38.44,-7.38,-0.49
38.44,-7.20,-0.39
38.32,-7.23,-0.40
38.33,-7.04,-0.29
38.24,-7.01,-0.28
37.96,-7.29,-0.43
37.72,-7.50,-0.54
37.52,-7.64,-0.61
37.24,-7.90,-0.75
37.12,-7.92,-0.75
36.99,-7.94,-0.76
36.94,-7.83,-0.69
37.06,-7.48,-0.49
36.94,-7.47,-0.49
36.93,-7.32,-0.40
36.83,-7.32,-0.39
36.79,-7.20,-0.32
36.39,-7.66,-0.58
36.25,-7.71,-0.60
36.16,-7.68,-0.58
36.10,-7.60,-0.53
35.96,-7.64,-0.54
36.03,-7.36,-0.39
35.85,-7.48,-0.45
35.91,-7.19,-0.29
35.90,-7.05,-0.21
36.02,-6.67,0.00
35.73,-6.98,-0.16
35.66,-6.93,-0.14
35.61,-6.84,-0.09
36.00,-6.06,0.35
36.07,-5.78,0.49
36.20,-5.44,0.68
36.21,-5.29,0.76
36.27,-5.04,0.88
36.70,-4.23,1.32
36.81,-3.92,1.48
37.02,-3.47,1.72
36.88,-3.60,1.63
36.77,-3.65,1.59
36.77,-3.54,1.64
36.80,-3.38,1.71
37.04,-2.89,1.97
37.14,-2.64,2.09
37.22,-2.41,2.20
37.10,-2.51,2.12
36.87,-2.78,1.96
36.55,-3.19,1.72
36.60,-3.01,1.80
36.49,-3.08,1.75
36.40,-3.12,1.71
36.26,-3.23,1.63
36.21,-3.20,1.63
36.02,-3.41,1.51
35.77,-3.69,1.34
35.71,-3.69,1.33
35.61,-3.74,1.29
35.65,-3.55,1.38
35.48,-3.73,1.28
35.48,-3.61,1.33
35.30,-3.79,1.22
35.12,-3.96,1.11
35.02,-4.00,1.08
35.00,-3.92,1.12
34.96,-3.87,1.14
34.88,-3.89,1.12
34.70,-4.07,1.01
34.29,-4.60,0.71
34.34,-4.40,0.81
34.13,-4.62,0.68
34.12,-4.51,0.74
34.09,-4.42,0.78
33.81,-4.74,0.60
33.64,-4.90,0.51
33.40,-5.15,0.36
33.21,-5.31,0.27
33.19,-5.21,0.32
32.89,-5.55,0.13
32.61,-5.86,-0.04
32.41,-6.04,-0.14
32.46,-5.81,-0.01
32.27,-5.97,-0.10
32.16,-6.01,-0.12
31.76,-6.49,-0.38
31.48,-6.79,-0.54
31.18,-7.10,-0.71
30.85,-7.45,-0.90
30.74,-7.47,-0.90
30.40,-7.83,-1.09
30.19,-8.00,-1.17
30.21,-7.78,-1.05
30.06,-7.85,-1.08
29.75,-8.17,-1.24
29.24,-8.79,-1.57
29.20,-8.66,-1.49
29.15,-8.54,-1.41
29.02,-8.58,-1.42
28.63,-9.01,-1.64
28.59,-8.85,-1.54
28.45,-8.90,-1.55
28.20,-9.09,-1.65
28.12,-9.03,-1.60
27.94,-9.13,-1.64
27.92,-8.95,-1.53
27.77,-8.99,-1.54
27.56,-9.13,-1.60
27.59,-8.88,-1.45
27.79,-8.38,-1.16
27.49,-8.66,-1.30
27.32,-8.75,-1.34
27.27,-8.63,-1.27
27.18,-8.58,-1.23
27.09,-8.53,-1.19
27.27,-8.05,-0.92
27.46,-7.58,-0.65
27.57,-7.23,-0.45
27.64,-6.95,-0.29
27.50,-7.00,-0.32
27.68,-6.55,-0.07
27.54,-6.61,-0.10
27.62,-6.33,0.05
27.60,-6.21,0.12
27.64,-6.00,0.24
27.59,-5.92,0.28
27.64,-5.70,0.40
27.37,-5.97,0.24
27.30,-5.93,0.26
27.29,-5.80,0.33
27.38,-5.51,0.49
27.57,-5.07,0.73
27.57,-4.95,0.79
27.78,-4.48,1.04
27.90,-4.16,1.21
27.60,-4.51,1.00
27.52,-4.52,0.99
27.51,-4.41,1.04
27.46,-4.36,1.06
25.90,-6.70,-0.23
26.10,-6.23,0.03
24.60,-8.45,-1.20
25.09,-7.50,-0.66
23.89,-9.22,-1.61
24.43,-8.17,-1.01
25.15,-6.86,-0.29
24.07,-8.41,-1.13
24.60,-7.38,-0.56
24.96,-6.65,-0.15
23.99,-8.01,-0.90
24.51,-7.03,-0.36
24.90,-6.25,0.08
23.97,-7.56,-0.64
24.46,-6.62,-0.12
23.29,-8.31,-1.05
23.90,-7.16,-0.41
24.38,-6.23,0.11
24.76,-5.48,0.52
25.14,-4.74,0.92
23.87,-6.63,-0.12
23.01,-7.82,-0.78
22.11,-9.07,-1.46
22.86,-7.68,-0.68
21.99,-8.89,-1.34
21.30,-9.78,-1.82
22.18,-8.19,-0.93
21.45,-9.14,-1.45
22.61,-7.11,-0.32
23.47,-5.60,0.52
24.41,-3.96,1.41
25.17,-2.65,2.13
24.01,-4.38,1.15
24.78,-3.02,1.89
23.89,-4.34,1.15
22.72,-6.06,0.19
23.48,-4.71,0.93
23.94,-3.86,1.39
22.96,-5.30,0.59
23.48,-4.34,1.11
22.28,-6.11,0.13
22.66,-5.36,0.54
23.12,-4.51,1.01
23.22,-4.21,1.16
23.31,-3.97,1.29
23.38,-3.72,1.41
23.56,-3.34,1.61
22.38,-5.10,0.63
22.52,-4.73,0.82
22.54,-4.57,0.91
22.56,-4.41,0.98
22.81,-3.90,1.26
22.70,-3.97,1.21
22.68,-3.88,1.25
22.55,-3.97,1.19
22.61,-3.76,1.30
22.68,-3.53,1.41
22.64,-3.50,1.41
22.67,-3.34,1.49
22.52,-3.47,1.41
22.08,-4.06,1.07
21.93,-4.18,0.99
21.82,-4.24,0.95
21.74,-4.24,0.94
21.69,-4.21,0.95
21.41,-4.53,0.77
21.25,-4.67,0.69
21.22,-4.59,0.72
21.31,-4.32,0.86
21.25,-4.30,0.87
21.09,-4.43,0.79
20.77,-4.81,0.57
20.48,-5.15,0.38
20.36,-5.21,0.34
20.34,-5.11,0.40
20.14,-5.31,0.29
20.32,-4.88,0.52
20.04,-5.21,0.34
19.93,-5.24,0.31
19.89,-5.17,0.35
19.61,-5.48,0.18
19.36,-5.74,0.03
19.03,-6.12,-0.18
18.78,-6.37,-0.31
18.37,-6.87,-0.59
17.92,-7.42,-0.89
17.86,-7.34,-0.83
17.71,-7.42,-0.87
17.45,-7.67,-1.00
17.19,-7.91,-1.12
16.78,-8.37,-1.37
16.52,-8.60,-1.48
16.42,-8.57,-1.45
16.21,-8.73,-1.53
16.09,-8.73,-1.51
15.73,-9.10,-1.71
15.63,-9.08,-1.68
15.38,-9.27,-1.77
15.03,-9.63,-1.96
14.88,-9.65,-1.95
15.04,-9.19,-1.68
14.85,-9.31,-1.73
14.66,-9.39,-1.76
14.60,-9.29,-1.69
14.44,-9.34,-1.70
14.19,-9.53,-1.79
14.22,-9.29,-1.65
14.08,-9.30,-1.64
13.98,-9.26,-1.60
13.77,-9.39,-1.66
13.78,-9.18,-1.53
13.81,-8.93,-1.38
13.83,-8.69,-1.24
13.88,-8.43,-1.08
14.07,-7.94,-0.80
13.96,-7.94,-0.80
13.71,-8.15,-0.91
13.62,-8.10,-0.87
13.45,-8.18,-0.91
13.47,-7.97,-0.79
13.35,-7.97,-0.78
13.02,-8.32,-0.96
12.67,-8.68,-1.16
12.57,-8.65,-1.13
12.58,-8.44,-1.01
12.64,-8.15,-0.84
12.56,-8.09,-0.80
12.64,-7.77,-0.61
12.69,-7.52,-0.47
12.61,-7.48,-0.44
12.40,-7.63,-0.52
12.27,-7.66,-0.53
12.26,-7.49,-0.43
11.92,-7.86,-0.63
11.73,-7.97,-0.69
11.55,-8.08,-0.74
11.33,-8.24,-0.83
11.43,-7.91,-0.64
11.31,-7.92,-0.64
11.35,-7.68,-0.50
11.04,-7.98,-0.66
10.85,-8.10,-0.72
10.63,-8.26,-0.80
10.21,-8.73,-1.06
9.81,-9.17,-1.29
9.51,-9.43,-1.42
9.12,-9.85,-1.64
9.00,-9.83,-1.62
8.30,-10.71,-2.09
8.00,-10.97,-2.21
7.73,-11.15,-2.29
7.43,-11.40,-2.41
7.20,-11.52,-2.45
6.85,-11.83,-2.61
6.50,-12.14,-2.76
6.19,-12.35,-2.85
6.02,-12.38,-2.84
6.01,-12.14,-2.69
5.86,-12.12,-2.65
6.04,-11.58,-2.33
5.94,-11.51,-2.27
5.84,-11.41,-2.20
5.88,-11.11,-2.02
5.75,-11.06,-1.97
5.69,-10.93,-1.88
5.83,-10.48,-1.62
5.65,-10.51,-1.62
5.79,-10.07,-1.37
5.60,-10.13,-1.39
5.61,-9.90,-1.25
5.63,-9.66,-1.10
5.72,-9.28,-0.89
5.70,-9.12,-0.79
5.74,-8.83,-0.62
5.64,-8.78,-0.59
5.71,-8.47,-0.42
5.91,-7.95,-0.12
5.91,-7.77,-0.03
6.25,-7.02,0.39
6.50,-6.47,0.69
5.40,-8.03,-0.18
5.81,-7.18,0.29
6.33,-6.18,0.84
6.72,-5.41,1.26
7.01,-4.80,1.58
7.31,-4.19,1.90
7.40,-3.91,2.04
7.42,-3.76,2.11
7.59,-3.36,2.31
7.68,-3.10,2.44
7.62,-3.09,2.42
7.56,-3.07,2.41
7.62,-2.86,2.50
7.51,-2.93,2.44
7.29,-3.16,2.30
5.90,-5.25,1.13
5.83,-5.21,1.14
6.03,-4.75,1.38
6.07,-4.56,1.48
6.05,-4.44,1.53
6.10,-4.24,1.63
4.68,-6.35,0.45
4.54,-6.42,0.41
4.18,-6.83,0.18
2.66,-9.05,-1.04
1.38,-10.87,-2.04
0.51,-12.01,-2.65
1.25,-10.57,-1.83
-0.09,-12.46,-2.86
0.51,-11.24,-2.16
-0.55,-12.68,-2.94
0.25,-11.15,-2.07
0.73,-10.15,-1.50
-0.51,-11.89,-2.45
-1.50,-13.19,-3.14
-1.06,-12.23,-2.59
-0.72,-11.45,-2.14
-1.78,-12.87,-2.90
-2.94,-14.44,-3.74
-3.69,-15.33,-4.19
-4.00,-15.52,-4.26
-3.02,-13.67,-3.21
-2.56,-12.64,-2.62
-2.28,-11.95,-2.21
-3.43,-13.51,-3.05
-4.19,-14.41,-3.53
-5.13,-15.60,-4.15
-5.80,-16.34,-4.52
-6.48,-17.09,-4.90
-7.19,-17.88,-5.29
-7.83,-18.52,-5.60
-7.95,-18.36,-5.46
-8.42,-18.73,-5.62
-8.37,-18.29,-5.33
-8.49,-18.12,-5.19
-8.96,-18.50,-5.35
-9.10,-18.35,-5.23
-9.23,-18.17,-5.08
-9.26,-17.87,-4.88
-9.37,-17.69,-4.73
-9.50,-17.53,-4.61
-9.63,-17.38,-4.49
-8.29,-14.89,-3.07
-8.52,-14.94,-3.08
-9.23,-15.75,-3.50
-9.82,-16.34,-3.79
-10.22,-16.63,-3.92
-10.43,-16.64,-3.89
-10.85,-16.94,-4.03
-11.19,-17.14,-4.10
-11.28,-16.91,-3.94
-11.46,-16.86,-3.88
-11.61,-16.74,-3.78
-11.98,-16.96,-3.87
-12.29,-17.11,-3.92
-12.75,-17.46,-4.08
-13.04,-17.58,-4.11
-12.67,-16.63,-3.56
-12.70,-16.33,-3.35
-12.17,-15.15,-2.68
-12.04,-14.60,-2.35
-11.95,-14.15,-2.09
-12.01,-13.94,-1.95
-11.58,-12.93,-1.38
-11.73,-12.88,-1.34
-11.53,-12.28,-1.00
-11.28,-11.62,-0.62
-11.23,-11.27,-0.43
-11.13,-10.84,-0.19
-11.22,-10.72,-0.12
-11.09,-10.28,0.13
-11.24,-10.25,0.14
-11.49,-10.40,0.05
-11.73,-10.52,-0.01
-12.23,-11.05,-0.30
-12.81,-11.70,-0.66
-13.39,-12.34,-1.01
-14.02,-13.07,-1.40
-14.64,-13.73,-1.75
-15.27,-14.44,-2.13
-15.77,-14.92,-2.37
-16.63,-15.93,-2.91
-17.07,-16.30,-3.09
-17.68,-16.89,-3.39
-18.29,-17.51,-3.70
-19.07,-18.38,-4.14
-19.80,-19.14,-4.53
-20.68,-20.14,-5.04
-21.41,-20.89,-5.41
-22.28,-21.83,-5.88
-22.97,-22.49,-6.20
-23.73,-23.22,-6.55
-24.33,-23.72,-6.77
-24.90,-24.15,-6.95
-25.23,-24.17,-6.90
-25.66,-24.37,-6.95
-26.23,-24.78,-7.11
-26.43,-24.62,-6.97
-26.57,-24.36,-6.77
-26.93,-24.41,-6.73
-26.79,-23.72,-6.30
-26.90,-23.39,-6.06
-26.99,-23.06,-5.83
-26.96,-22.55,-5.50
-26.92,-22.01,-5.16
-26.79,-21.36,-4.76
-26.46,-20.36,-4.17
-26.38,-19.81,-3.83
-26.02,-18.84,-3.26
-25.48,-17.55,-2.52
-25.01,-16.43,-1.88
-24.60,-15.44,-1.32
-23.83,-13.85,-0.43
-23.36,-12.78,0.16
-23.20,-12.20,0.48
-22.93,-11.47,0.87
-22.67,-10.78,1.25
-22.27,-9.85,1.75
-22.08,-9.29,2.04
-21.73,-8.46,2.48
-21.66,-8.13,2.64
-21.68,-7.93,2.73
-21.45,-7.32,3.04
-21.30,-6.87,3.27
-21.18,-6.44,3.47
-21.22,-6.31,3.52
-21.54,-6.61,3.32
-21.54,-6.39,3.41
-21.97,-6.87,3.12
-22.05,-6.76,3.15
-22.15,-6.73,3.15
-22.62,-7.26,2.83
-22.70,-7.16,2.86
-23.04,-7.48,2.66
-23.17,-7.47,2.64
-23.02,-7.00,2.88
-23.48,-7.53,2.56
-23.70,-7.63,2.48
-23.80,-7.57,2.50
-24.17,-7.95,2.27
-24.62,-8.42,1.99
-24.99,-8.77,1.78
-25.31,-9.02,1.62
-25.41,-8.95,1.65
-25.65,-9.09,1.56
-25.50,-8.61,1.81
-25.27,-8.01,2.13
-25.42,-8.01,2.10
-25.43,-7.81,2.20
-25.70,-8.01,2.07
-26.06,-8.34,1.87
-25.75,-7.63,2.24
-25.81,-7.51,2.30
-25.66,-7.05,2.53
-25.40,-6.44,2.84
-25.20,-5.90,3.11
-25.92,-6.86,2.56
-26.07,-6.90,2.52
-26.54,-7.42,2.21
-27.45,-8.65,1.51
-28.46,-10.01,0.75
-28.79,-10.29,0.59
-29.35,-10.92,0.24
-28.25,-8.89,1.36
-28.81,-9.55,0.98
-29.73,-10.76,0.31
-30.61,-11.88,-0.31
-29.81,-10.34,0.53
-30.54,-11.23,0.04
-31.12,-11.88,-0.32
-31.48,-12.16,-0.47
-30.03,-9.58,0.95
-30.39,-9.90,0.77
-28.76,-7.06,2.33
-29.32,-7.74,1.94
-28.08,-5.58,3.11
-27.35,-4.24,3.82
-26.33,-2.46,4.77
-25.54,-1.07,5.49
-26.51,-2.50,4.66
-26.23,-1.93,4.93
-26.33,-1.97,4.87
-26.09,-1.46,5.11
-27.46,-3.52,3.93
-27.18,-2.94,4.21
-26.75,-2.13,4.63
-26.01,-0.83,5.30
-25.75,-0.33,5.54
-25.35,0.40,5.89
-25.10,0.88,6.11
-26.49,-1.24,4.89
-25.89,-0.18,5.43
-25.25,0.91,5.98
-24.68,1.88,6.47
-23.95,3.07,7.07
-24.71,1.93,6.38
-24.01,3.07,6.95
-23.31,4.20,7.52
-22.69,5.19,8.00
-22.08,6.16,8.46
-22.64,5.24,7.89
-22.68,5.17,7.78
-22.94,4.76,7.49
-23.45,3.96,6.99
-24.32,2.59,6.17
-25.26,1.13,5.32
-26.58,-0.91,4.15
-27.76,-2.69,3.14
-28.98,-4.51,2.11
-30.16,-6.22,1.15
-31.42,-8.06,0.13
-32.63,-9.77,-0.82
-35.01,-13.31,-2.76
-35.60,-13.97,-3.10
-36.34,-14.83,-3.55
-37.01,-15.60,-3.94
-39.19,-18.72,-5.63
-41.08,-21.33,-7.02
-42.57,-23.28,-8.03
-43.95,-25.00,-8.91
-45.15,-26.44,-9.62
-45.94,-27.21,-9.97
-46.56,-27.66,-10.13
-45.77,-25.90,-9.08
-46.62,-26.74,-9.46
-45.79,-24.93,-8.38
-46.39,-25.41,-8.58
-46.91,-25.72,-8.68
-45.77,-23.44,-7.35
-44.70,-21.27,-6.09
-45.09,-21.47,-6.15
-45.20,-21.22,-5.96
-43.61,-18.26,-4.28
-42.33,-15.87,-2.92
-40.97,-13.35,-1.51
-41.39,-13.72,-1.71
-41.76,-14.01,-1.85
-40.40,-11.53,-0.47
-41.00,-12.21,-0.84
-41.25,-12.32,-0.89
-41.61,-12.60,-1.04
-41.70,-12.46,-0.95
-41.41,-11.70,-0.52
-41.14,-11.00,-0.14
-40.51,-9.75,0.55
-39.65,-8.12,1.44
-37.92,-5.19,3.05
-37.97,-5.09,3.07
-36.45,-2.52,4.47
-36.87,-3.06,4.13
-36.25,-1.92,4.72
-37.33,-3.51,3.81
-36.39,-1.88,4.67
-37.06,-2.81,4.12
-37.65,-3.63,3.64
-38.25,-4.42,3.17
-39.07,-5.57,2.51
-39.18,-5.58,2.48
-39.26,-5.52,2.49
-37.86,-3.17,3.77
-38.50,-4.04,3.26
-37.52,-2.35,4.16
-37.84,-2.73,3.91
-38.72,-4.00,3.18
-39.32,-4.81,2.71
-39.31,-4.62,2.79
-39.67,-5.04,2.53
-39.91,-5.26,2.39
-40.28,-5.67,2.15
-40.60,-6.01,1.94
-41.49,-7.25,1.24
-41.95,-7.79,0.94
-42.34,-8.19,0.71
-43.83,-10.35,-0.49
-44.63,-11.37,-1.04
-45.49,-12.47,-1.64
-46.41,-13.64,-2.27
-46.89,-14.12,-2.52
-47.65,-14.99,-2.98
-48.57,-16.14,-3.58
-48.65,-15.94,-3.45
-52.15,-10.11,0.35
-51.45,-8.53,1.17
-51.07,-7.60,1.65
-50.48,-6.45,2.24
-50.39,-6.11,2.40
-50.49,-6.09,2.40
-50.79,-6.32,2.25
-50.87,-6.26,2.26
-50.93,-6.18,2.29
-51.25,-6.40,2.14
-51.29,-6.30,2.18
-51.60,-6.48,2.05
-51.86,-6.61,1.95
-52.23,-6.85,1.78
-52.40,-6.88,1.75
-52.50,-6.84,1.75
-52.95,-7.15,1.54
-53.66,-7.69,1.18
-54.20,-8.09,0.91
-54.60,-8.34,0.75
-54.93,-8.52,0.62
-54.78,-8.24,0.80
-55.10,-8.43,0.67
-55.31,-8.48,0.63
-56.72,-9.79,-0.19
-56.70,-9.61,-0.08
-56.49,-9.24,0.15
-54.57,-7.06,1.50
-54.38,-6.71,1.70
-55.03,-7.28,1.33
-55.23,-7.35,1.27
-55.48,-7.48,1.18
